,time,news_provider,related_instrument,headline,date
297,21:28:13,COIN,MSTR.O BTC=,MicroStrategy and Marathon Digital Lead Tenuous Bounce for Crypto-Related Stocks,2023-03-13
298,21:28:13,COIN,BTC=,Filecoin's FIL Token Gains 18% Ahead of FVM Deployment,2023-03-13
299,19:21:07,COIDES,FRC.N,"Bitcoin, U.S. Stock Futures Erase Early Gains as First Republic Bank Tanks 50% in Pre-Market Trading",2023-03-13
300,18:32:52,COIN,FRC.N BTC=,"Bitcoin, U.S. Stock Futures Erase Early Gains as First Republic Bank Tanks 50% in Pre-Market Trading",2023-03-13
302,17:08:56,COIN,ETH= BTC=,Silicon Valley Bank Crisis a 'Cyprus Moment' for Bitcoin: Crypto Observers,2023-03-13
304,16:11:45,COIN,BTC= BNB=,"Binance Will Convert $1B Worth of BUSD Stablecoin to Bitcoin, Ether, BNB, and Other Tokens",2023-03-13
305,15:36:36,COIN,BTC=,"USDC Trading Dominates Record Day for DeFi Exchanges Uniswap, Curve",2023-03-13
307,14:20:20,COIN,SIVB.O BTC=,"Bitcoin, Ether Retrace Weekend Losses As Bears See $183M in Short Liquidations",2023-03-13
308,10:28:51,COIDES,.IXIC BTC=,First Mover Asia: Silicon Valley Bank Failure Highlights Small Banks' Vulnerability; Bitcoin Soars Past $22.5K,2023-03-13
309,10:17:21,COIN,SIVB.O ETH=,First Mover Asia: Silicon Valley Bank Failure Highlights Small Banks’ Vulnerability; Bitcoin Soars Past $22.5K,2023-03-13
310,05:58:58,COIDES,BTC=,Bitcoin Rises on Report Government Weighing Plan to Protect All Silicon Valley Bank Depositors,2023-03-13
311,05:20:28,COIN,SIVB.O,Bitcoin Rises on Report Government Weighing Plan to Protect All Silicon Valley Bank Depositors,2023-03-13
312,03:42:25,COIDES,BTC=,USDC Volatility Lifts Bitcoin's Coinbase Premium to 3-Year High,2023-03-13
313,02:56:32,COIN,BTC=,USDC Volatility Lifts Bitcoin's Coinbase Premium to 3-Year High,2023-03-13
316,21:55:47,COIDES,BTC=,Bitcoin Regains $20K After $200M in Crypto Liquidations; Some Traders Brush Off USDC Fears,2023-03-11
317,21:09:36,COIN,XRP= BTC=,Bitcoin Regains $20K After $200M in Crypto Liquidations; Some Traders Brush Off USDC Fears,2023-03-11
318,14:19:01,COIN,GAS= BTC=,USDC Stablecoin and Crypto Market Go Haywire After Silicon Valley Bank Collapses,2023-03-11
319,05:16:48,COIN,STT.N SIVB.O,Refinitiv Newscasts - Silicon Valley Bank Rocks Crypto and Equity Markets Following February Jobs Report,2023-03-11
320,05:15:50,COIN,SIVB.O,Refinitiv Newscasts - Bitcoin Poised for Biggest Weekly Drop Since Early November,2023-03-11
323,04:00:39,COIN,SIVB.O BTC=,Scrutiny Falls on $43B USDC Stablecoin’s Cash Reserves at Failed Silicon Valley Bank,2023-03-11
324,02:03:17,COIN,SI.N BTC=,A Tale of 2 Banks: Why Silvergate and Silicon Valley Bank Collapsed,2023-03-11
325,01:24:04,COIN,BTC=,How U.S. Judges Might Save Crypto From the SEC,2023-03-11
326,01:22:57,COIN,SIVB.O BTC=,Silicon Valley Bank Shuttered by State Regulators,2023-03-11
327,00:55:38,COIN,SI.N BTC=,Refinitiv Newscasts - Bitcoin Battered Amid Silvergate Bank Fallout,2023-03-11
328,00:36:32,COIN,SIVB.O SI.N,Refinitiv Newscasts - Bitcoin Touches Lowest Level Since Mid-January; Silicon Valley Bank Concerns,2023-03-11
330,23:56:45,COIN,BTC=,Reviewing Code is Mind-Numbing: Q&A With Bitcoin Maintainer Andrew Chow,2023-03-10
331,22:45:33,COIN,BTC=,On-Chain Liquidations Beckon as Ether Slumps to 2-Month Low,2023-03-10
332,22:35:50,COIDES,BTC=,"Bitcoin Bounces as U.S. Adds 311K Jobs in February, Beating Expectations",2023-03-10
333,22:13:14,COIN,BTC=,"Bitcoin Bounces as U.S. Adds 311K Jobs in February, Beating Expectations",2023-03-10
335,21:57:17,COIDES,COIN.O,Cathie Wood's ARK Purchases Over 350K Coinbase Shares in Biggest Buy of 2023,2023-03-10
336,21:36:09,COIN,BTC=,First Mover Americas: Bitcoin Battered as Markets Spiral,2023-03-10
337,21:26:08,COIN,COIN.O BTC=,Cathie Wood's ARK Purchases Over 350K Coinbase Shares in Biggest Buy of 2023,2023-03-10
338,19:40:50,COIN,USD= BTC=,Silicon Valley Bank Rocks Crypto and Equity Markets Ahead of Nonfarm Payrolls,2023-03-10
339,10:44:23,COIN,ETH= DOGE=,First Mover Asia: Bitcoin Plunges to Mid-January Levels,2023-03-10
342,08:37:18,COIDES,BTC=,Crypto Traders Suffer Over $300M of Losses in Liquidations Amid Market Crash,2023-03-10
343,08:32:39,COIN,SI.N BTC=,Crypto Traders Suffer Over $300M of Losses in Liquidations Amid Market Crash,2023-03-10
345,05:54:02,COIN,SI.N BTC=,Refinitiv Newscasts - Bitcoin Hits Lowest Level In 7 Weeks as Silvergate Bank Collapse Shakes Investors,2023-03-10
348,05:27:39,COIDES,BTC=,Bitcoin Dips Below $21K to Reach Lowest Level In 7 Weeks as Silvergate Bank Shutdown Shakes Investors,2023-03-10
350,04:53:23,COIN,SI.N BTC=,Bitcoin Dips Below $21K to Reach Lowest Level In 7 Weeks as Silvergate Bank Shutdown Shakes Investors,2023-03-10
351,03:57:19,COIDES,BTC=,Crypto Update | Yuga Labs' Embrace of Bitcoin NFTs Is a Big Deal,2023-03-10
352,03:37:37,COIDES,BTC=,4 Potential Winners of the Silvergate Unwind,2023-03-10
353,02:56:02,COIDES,HUT.TO,Bitcoin Miner Hut 8 Talks Operational Issues and USBTC Merger in Earnings Call,2023-03-10
354,02:53:54,COIN,BTC=,4 Potential Winners of the Silvergate Unwind,2023-03-10
355,02:26:53,COIN,HUT.TO BTC=,Bitcoin Miner Hut 8 Talks Operational Issues and USBTC Merger in Earnings Call,2023-03-10
357,00:22:36,COIN,BTC=,THNDR Games Launches Play-to-Earn Bitcoin Blocks Puzzle Game,2023-03-10
359,22:00:53,COIN,BTC=,"Price, Not Intrinsic Value, Is the True Measure of Bitcoin’s Success",2023-03-09
360,21:46:43,COIN,BTC=,First Mover Americas: Silvergate Shutters in Latest Blow to Crypto,2023-03-09
361,21:06:44,COIN,BTC= BITC.TO,Shares of Grayscale Bitcoin Trust Form Bullish Chart Pattern: Technical Analyst,2023-03-09
362,20:35:37,COIDES,USD= BTC=,"BitMEX co-founder Arthur Hayes has proposed NakaDollar (NUSD), a stablecoin backed by bitcoin and bitcoin derivatives.",2023-03-09
363,19:59:28,COIN,USDT= USD=,"Arthur Hayes Proposes Bitcoin-Backed NakaDollar, Which Would Rely on Exchanges to Maintain Dollar Peg",2023-03-09
364,19:28:29,COIN,MS.N BTC=,Digital Asset Inflows Will Slow Without On-Ramps Between Fiat and Crypto: Morgan Stanley,2023-03-09
366,18:57:45,COIDES,USD=,Crypto Options Market Flashes Bitcoin Warning as Silvergate Winds Down Operations,2023-03-09
367,18:47:11,COIN,USD= BTC=,Crypto Options Market Flashes Bitcoin Warning as Silvergate Winds Down Operations,2023-03-09
368,18:47:11,COIN,BTC=,"Kwenta DEX Lures Traders to Capture Bitcoin, Ether Returns Regardless of Direction",2023-03-09
370,15:42:08,COIN,USDT= SI.N,Silvergate Collapse Dragging Down Bitcoin Volume,2023-03-09
372,14:51:18,COIN,BTC=,"Polygon, Solana Lead Majors Slide Amid Bitcoin Weakness",2023-03-09
373,10:02:38,COIDES,BTC=,"First Mover Asia: Bitcoin Hits 3-Week Low, Lingers Near $21.7K Amid Ongoing Inflation Concerns",2023-03-09
375,09:31:22,COIN,ETH= BTC=,"First Mover Asia: Bitcoin Hits 3-Week Low, Lingers Near $21.7K Amid Ongoing Inflation Concerns",2023-03-09
379,07:16:13,COIN,SI.N MARA.O,Bitcoin Miner Marathon Digital Terminates Credit Facility With Crypto Bank Silvergate,2023-03-09
380,05:47:59,COIN,GBTC.PK BTC=,Refinitiv Newscasts - How Bitcoin Responded to Powell's Testimony on Capitol Hill,2023-03-09
382,05:01:20,COIN,SI.N,Refinitiv Newscasts - Bitcoin Pulling Back Amid Issues at Crypto-Friendly Silvergate Bank,2023-03-09
383,04:59:37,COIN,BTC= BITC.TO,"Grayscale Chief Legal Officer: A Spot Bitcoin ETF Will Protect U.S. Investors, Consumers",2023-03-09
384,04:27:19,COIDES,JPM.N,Bitcoin Clings to $22K; JPMorgan Is Cutting Ties With Gemini: Source,2023-03-09
385,03:20:41,COIN,ETH= BTC=,"Embattled Crypto Lender Celsius Allocates $25M for Withdrawals, Burns $500M in WBTC",2023-03-09
386,03:02:13,COIN,WEN.O BTC=,Refinitiv Newscasts - Bitcoin Outlook as Powell Softens Tone on Day 2 of Congressional Testimony,2023-03-09
387,01:55:51,COIDES,BTC=,Crypto Long & Short: Why Layer 2 Protocols Matter,2023-03-09
389,01:35:59,COIN,LRC= ETH=,Crypto Long & Short: Why Layer 2 Protocols Matter,2023-03-09
390,01:25:07,COIN,BTC=,Paul Krugman Is Having a Bitcoin Moment,2023-03-09
392,00:33:02,COIN,BTC=,Bitcoin Climbs Above $22K as Powell Softens Tone on Day 2 of Congressional Testimony,2023-03-09
393,00:32:12,COIN,GBTC.PK BITC.TO,Refinitiv Newscasts - Judges Appear Skeptical of SEC Arguments in Grayscale Bitcoin ETF Hearing,2023-03-09
394,00:22:35,COIN,BTC=,Refinitiv Newscasts - Bitcoin Touches 3-Week Low as Market Sees Federal Reserve Lifting Rates to 5.65%,2023-03-09
395,00:19:45,COIN,GBTC.PK BITC.TO,Refinitiv Newscasts - Grayscale Chief Legal Officer on Possible Outcomes of Bitcoin ETF Dispute,2023-03-09
398,21:52:40,COIN,BTC= BITC.TO,First Mover Americas: Bitcoin Belted by Rate Fears,2023-03-08
399,18:39:54,COIN,BTC= ATM=,UK Financial Regulator Expands Enforcement Against Crypto ATMs to East London,2023-03-08
400,17:07:23,COIDES,BTC=,Bitcoin Slips to 3-Week Low as Market Sees Federal Reserve Lifting Rates to 5.65%,2023-03-08
401,16:47:23,COIN,BTC=,Bitcoin Slips to 3-Week Low as Market Sees Federal Reserve Lifting Rates to 5.65%,2023-03-08
402,10:28:59,COIDES,USD= BTC=,"First Mover Asia: Bitcoin, Ether Bounce Back After Being Tested by Fed Chair Powell's Comments",2023-03-08
403,10:07:45,COIN,USD= NEO=,"First Mover Asia: Bitcoin, Ether Bounce Back After Being Tested by Fed Chair Powell’s Comments",2023-03-08
405,08:13:54,COIN,XVG= SI.N,Silvergate's Collapse May Spell Regulatory Trouble for Crypto,2023-03-08
406,08:01:44,COIN,ETH= BTC=,Why Yuga Lab's Embrace of Bitcoin NFTs Is a Big Deal,2023-03-08
408,06:32:53,COIN,BTC=,"Bitcoin Rebounds Above $22K, Equities Struggle After Fed Chair Powell Says Rates Are ‘Likely to Be Higher’",2023-03-08
409,06:31:00,COIDES,BTC=,"Bitcoin Rebounds Above $22K, Equities Struggle After Fed Chair Powell Says Rates Are 'Likely to Be Higher'",2023-03-08
411,05:58:29,COIN,SI.N,Refinitiv Newscasts - Fed Chair Addresses Crypto Risks; Grayscale Bitcoin ETF Hearing Developments,2023-03-08
412,05:50:32,COIN,USD= COIN.O,Refinitiv Newscasts - What Powell's Latest Testimony Means For Bitcoin,2023-03-08
414,05:31:00,COIDES,BTC=,Bitcoin Outlook as Powell Opens Door to Higher Rates; Ordinals Protocol Creator on Yuga Labs' Bitcoin NFTs,2023-03-08
416,05:25:40,COIN,BTC= BITCF.PK,Yuga Labs Co-Founder Says First Bitcoin NFT Auction Doesn’t Open Door to Scammers,2023-03-08
418,04:32:31,COIN,ETH= BTC=,"Yes, Crypto Is Still Early",2023-03-08
419,04:22:34,COIN,ETH= BTC=,A Dozen Reasons Why the SEC Should Have Approved Grayscale's Spot Bitcoin ETF,2023-03-08
420,04:22:34,COIN,BTC= BITC.TO,GBTC Discount Narrows to Lowest Level Since November Following Court Hearing,2023-03-08
422,01:08:40,COIN,BTC=,"Refinitiv Newscasts - BTC, ETH Trading Flat Ahead of Powell Testimony",2023-03-08
423,00:50:50,COIN,BTC= BITC.TO,Judges Express Skepticism of SEC Arguments in Grayscale Bitcoin ETF Hearing,2023-03-08
428,23:40:38,COIN,BTC=,Bitcoin Price Slides to $22K as Powell Warns on Inflation,2023-03-07
429,22:10:43,COIDES,BTC=,Crypto Observers Look to Treasury Yields for Cues as Bitcoin Remains Comatose,2023-03-07
430,21:33:16,COIN,BTC=,Crypto Observers Look to Treasury Yields for Cues as Bitcoin Remains Comatose,2023-03-07
431,21:33:16,COIN,ETH= BTC=,First Mover Americas: Grayscale Bitcoin Trust at Issue in Court,2023-03-07
432,18:15:45,COIDES,BTC=,Ether Call Options Look Attractive Relative to Bitcoin as Volatility Spread Dwindles,2023-03-07
433,17:42:07,COIN,ETH= BTC=,Ether Call Options Look Attractive Relative to Bitcoin as Volatility Spread Dwindles,2023-03-07
434,09:34:07,COIN,USDT= BTC=,"First Mover Asia: Filecoin Struggles Amid China Exposure, Cost of Subsidy Concerns",2023-03-07
435,07:55:41,COIDES,BTC= SI.N,Bitcoin Continues Trading Sideways at $22.4K as Silvergate Concerns Mount,2023-03-07
437,07:44:39,COIN,DASH= BTC=,Yuga Labs' Bitcoin NFT Collection Fetches Top Bid of Nearly $160K,2023-03-07
438,07:23:29,COIN,SI.N ETH=,Bitcoin Continues Trading Sideways at $22.4K as Silvergate Concerns Mount,2023-03-07
439,06:06:32,COIN,COIN.O,Refinitiv Newscasts - Bitcoin Trades Sideways Amid Silvergate Concerns,2023-03-07
441,05:52:17,COIN,BTC=,Crypto’s Banking Problem Is Not Ironic,2023-03-07
442,05:45:17,COIN,BTC=,Refinitiv Newscasts - 'Death Cross' Pattern Forms on Bitcoin's Weekly Price Chart,2023-03-07
443,05:31:00,COIDES,BTC=,"Bitcoin, Ether Start the Week Slowly, With Fed's Powell Testimony Looming",2023-03-07
445,05:30:12,COIN,ETH= BTC=,Bitcoin Mining Is Good for the Energy Grid and Good for the Environment,2023-03-07
446,04:15:49,COIN,ETH= BTC=,"Alameda Sues Grayscale and DCG to Allow Redemptions, Reduce Fees",2023-03-07
447,02:31:18,COIN,SI.N,21.co CEO Sees ‘No Material’ Impact on Bitcoin Following Silvergate’s SEN Platform Closure,2023-03-07
448,02:31:18,COIN,NAV= BTC=,GBTC Discount Narrows to 42% Ahead of Grayscale’s ETF Hearing Tuesday,2023-03-07
450,01:06:19,COIN,SI.N BTC=,Refinitiv Newscasts - Bitcoin Trading Flat as Silvergate Closes SEN Platform,2023-03-07
452,00:17:28,COIN,BTC=,Refinitiv Newscasts - 21.co CEO on Macroeconomic Impact on Bitcoin,2023-03-07
456,22:07:32,COIDES,USD= BTC=,First Mover Americas: Bitcoin Flat as Crypto Winter Deepens,2023-03-06
457,21:26:19,COIN,BTC=,First Mover Americas: Bitcoin Flat as Crypto Winter Deepens,2023-03-06
458,19:27:23,COIDES,BTC=,Does Bitcoin's Weekly Death Cross Pattern Call for Caution?,2023-03-06
459,18:56:00,COIN,BTC=,Does Bitcoin's Weekly Death Cross Pattern Call for Caution?,2023-03-06
460,09:26:32,COIN,USDT= ETP=,First Mover Asia: Bitcoin Is Stuck Between Silvergate and China,2023-03-06
463,05:28:52,COIN,BTC=,Refinitiv Newscasts - Long Term Holders Appear Optimistic as Most Bitcoin Addresses Are Profitable: Data,2023-03-04
464,05:21:49,COIN,SI.N COIN.O,Refinitiv Newscasts - Bitcoin Long Liquidations Hit Highest Level Since August: Data; Interest in Bridging Bitcoin to Avalanche Swells,2023-03-04
465,02:37:17,COIDES,BTC=,Bitcoin's Slow Week Upended by Concerns Regarding Crypto Bank Silvergate,2023-03-04
466,01:00:17,COIN,BTC=,"Refinitiv Newscasts - Bitcoin, Ether Fall as Market Continues To Digest Silvergate",2023-03-04
470,21:54:19,COIN,SI.N BTC=,First Mover Americas: Crypto Markets Sinking on Silvergate,2023-03-03
472,19:52:29,COIN,BTC=,DeFi Protocol Yearn Finance's Token Rises 7% Despite Market Plunge,2023-03-03
473,19:38:17,COIN,ETH= BTC=,Bitcoin-Bridged to Avalanche Reaches Record Daily Mint of Over 2K BTC,2023-03-03
474,17:29:11,COIDES,USD= BTC=,"Bitcoin Bears May Still Be a Bit Early, Though Caution Urged: Matrixport",2023-03-03
475,17:15:37,COIN,USD= BTC=,"Bitcoin Bears May Still Be a Bit Early, Though Caution Urged: Matrixport",2023-03-03
476,14:56:00,COIDES,BTC=,Bitcoin Long Liquidations Hit Highest Level Since August,2023-03-03
477,14:38:07,COIN,BTC=,Bitcoin Long Liquidations Hit Highest Level Since August,2023-03-03
478,11:02:08,COIDES,BTC=,"Bitcoin, Ether Drop Over 5% in Massive Sell-Off as Market Continues to Digest Silvergate",2023-03-03
479,10:41:46,COIN,BTC=,"Bitcoin, Ether Drop Over 5% in Massive Sell-Off as Market Continues to Digest Silvergate",2023-03-03
480,09:59:08,COIDES,BTC=,First Mover Asia: Bitcoin Continues to Look East for Strength,2023-03-03
481,09:22:20,COIN,ETH= BTC=,First Mover Asia: Bitcoin Continues to Look East for Strength,2023-03-03
482,07:31:35,COIN,USDT= BTC=,What Now for Crypto Banking?,2023-03-03
485,06:17:40,COIN,MARA.O BTC=,Bitcoin Miner Marathon Digital Sold Almost All Bitcoin Mined in February,2023-03-03
486,06:06:55,COIN,COIN.O,Refinitiv Newscasts - Bitcoin Holds Above $23K Amid Silvergate Exodus,2023-03-03
487,05:58:49,COIN,COIN.O BTC=,Refinitiv Newscasts - Bitcoin’s Worsening Liquidity Draws Concerns From Traders: Data,2023-03-03
488,05:45:37,COIN,ETH= BTC=,Regulators Are Bringing the Multichain Era to a Close,2023-03-03
489,05:45:37,COIN,BTC=,Bitcoin Miner Riot Delays 10-K Filing Due to Impairment Calculation Issues,2023-03-03
491,05:21:36,COIN,SI.N BTC=,Bitcoin Price Holds Steady Above $23K as Silvergate Capital Crumbles,2023-03-03
492,05:10:49,COIDES,BTC=,"Bitcoin, Ether Trade Marginally Lower Following Release of Discouraging Jobs Data",2023-03-03
493,02:46:36,COIN,DASH= BTC=,"NFT Trading Volumes Hit $2B in February, Highest Since LUNA Crash, Thanks to Blur",2023-03-03
494,02:40:36,COIN,BTC=,Before Silvergate and After Silvergate,2023-03-03
496,01:25:43,COIDES,BTCS.O,Bitcoin Miners Are Starting to Emerge From Brutal Crypto Winter,2023-03-03
497,01:23:33,COIN,BTC=,"Advisors: Learn Crypto, or Your Clients Will",2023-03-03
498,00:59:27,COIN,GAS= BTC=,Bitcoin Miners Are Starting to Emerge From Brutal Crypto Winter,2023-03-03
499,00:59:02,COIDES,SI.N,Crypto Bank Silvergate Stock Tumbles 45% After 'Going Concern' Filing,2023-03-03
500,00:47:16,COIN,ETH= BTC=,Investment Firm Ninepoint Proposes Switching Bitcoin ETF Strategy After Falling 45% in a Year,2023-03-03
503,22:17:29,COIN,BTC=,"Xapo Bank Integrates Bitcoin’s Lightning Network, Partners with Lightspark",2023-03-02
504,22:02:22,COIDES,BTC=,First Mover Americas: Bitcoin Falls to Below $23.5K,2023-03-02
505,21:54:45,COIN,BTC= .FTSE,First Mover Americas: Bitcoin Falls to Below $23.5K,2023-03-02
506,11:27:53,COIDES,BTC=,First Mover Asia: ConsenSys Chief Cryptoeconomist Sees Little Drama Ahead for Bitcoin,2023-03-02
507,11:23:40,COIN,ETH= BTC=,First Mover Asia: ConsenSys Chief Cryptoeconomist Sees Little Drama Ahead for Bitcoin,2023-03-02
508,09:27:40,COIDES,BTC=,Bitcoin Holds Strong Over $23.6K to Continue Recent Consolidation,2023-03-02
509,09:18:01,COIN,BTC=,Bitcoin Holds Strong Over $23.6K to Continue Recent Consolidation,2023-03-02
510,09:18:01,COIN,RILY.O BTC=,Core Scientific Bankruptcy Judge Set to Approve $70M Financing Deal From B. Riley,2023-03-02
511,07:27:57,COIDES,BTC=,"Bitcoin, Ether Settle Into a Range as Indicators Point Neutral",2023-03-02
512,06:57:36,COIN,UBSG.S,Refinitiv Newscasts - Mt. Gox Bankruptcy Repayments Not Likely To Destabilize Bitcoin: UBS,2023-03-02
513,06:40:14,COIN,BTC=,Digital Asset Investment Products’ AUM in February Reaches Highest Level Since May 2022,2023-03-02
514,06:18:03,COIN,ETP= ETH=,Weekly Challenge: The Digital Asset Power Hour,2023-03-02
519,01:39:23,COIN,ETP= ETH=,Crypto Long & Short: Decentralized Exchange Research Ramps up,2023-03-02
523,21:34:14,COIN,BTC= .FTSE,First Mover Americas: Stacks' Token Starts March With a Bang,2023-03-01
524,20:27:19,COIDES,BTC= BCH=,Mt. Gox Bankruptcy Repayments Unlikely to Destabilize Bitcoin: UBS,2023-03-01
525,19:58:01,COIN,BTC=,Mt. Gox Bankruptcy Repayments Unlikely to Destabilize Bitcoin: UBS,2023-03-01
526,19:33:07,COIN,BTC=,Voyager's Reward Program Lost $58M in 2022: Court Filing,2023-03-01
527,19:27:32,COIDES,USD= BTC=,Bitcoin Jumps 4% as Upbeat China Manufacturing Data Improves Risk Appetite,2023-03-01
528,19:01:34,COIN,USD= BTC=,Bitcoin Jumps 4% as Upbeat China Manufacturing Data Improves Risk Appetite,2023-03-01
530,15:42:15,COIN,BTC=,Crypto Options Exchange Deribit To Offer Bitcoin Volatility Futures,2023-03-01
531,10:37:18,COIDES,BTC=,Crypto markets jumped in response to slowing U.S. inflation. (Timon Studler/Unsplash),2023-03-01
532,10:07:28,COIN,ETH= BTC=,"Crypto Market February Roundup: Bitcoin Layer 2 Protocol Stacks, Ethereum Staking Derivative Tokens Surge",2023-03-01
533,09:38:27,COIN,NEO= BTC=,First Mover Asia: NFTs Have a ‘Digital First Sale’ Problem,2023-03-01
536,05:55:50,COIDES,BTC=,"Crypto Markets Analysis: Crypto Volatility Declines Despite Regulatory, Inflationary Concerns",2023-03-01
540,05:25:32,COIN,BTC=,Crypto’s Next Move Depends on the Next Fed Rate Hike: Options Trader,2023-03-01
546,01:23:46,COIN,BTC= BITC.TO,Grayscale to Argue SEC’s Inconsistency as Bitcoin ETF Dispute Heads Toward Court,2023-03-01
547,01:13:17,COIN,BTC=,Proposed Bitcoin Vault Feature Could Thwart Malicious Hackers,2023-03-01
549,22:57:21,COIDES,COIN.O,Coinbase to Suspend Binance USD Stablecoin; Bitcoin Hovers Near $23.5K,2023-02-28
550,22:27:27,COIDES,BTC=,Bitcoin Risks Deeper Pullback Toward $20K: Chart Analysts,2023-02-28
551,22:21:50,COIN,BTC=,Bitcoin Risks Deeper Pullback Toward $20K: Chart Analysts,2023-02-28
